Années de comptage;Identifiant du lieu de comptage;Nom du lieu de comptage;Date complète;Date;Heure;Jour de la semaine;Comptage relevé
2002;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2002-09-15T14:00:00+02:00;2002-09-15;14:00:00;dimanche;
2001;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;2001-09-22T17:30:00+02:00;2001-09-22;17:30:00;samedi;117
2000;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;2000-09-22T14:00:00+02:00;2000-09-22;14:00:00;vendredi;3
1999;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;1999-09-15T14:00:00+02:00;1999-09-15;14:00:00;mercredi;69
1999;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;1999-09-22T14:00:00+02:00;1999-09-22;14:00:00;mercredi;106
1999;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;1999-09-22T14:00:00+02:00;1999-09-22;14:00:00;mercredi;7
1999;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;1999-09-15T14:00:00+02:00;1999-09-15;14:00:00;mercredi;15
1999;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;1999-09-22T17:30:00+02:00;1999-09-22;17:30:00;mercredi;38
1998;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;1998-09-15T17:30:00+02:00;1998-09-15;17:30:00;mardi;40
1998;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;1998-09-22T14:00:00+02:00;1998-09-22;14:00:00;mardi;6
1998;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;1998-09-22T17:30:00+02:00;1998-09-22;17:30:00;mardi;4
2020;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2020-09-24T17:30:00+02:00;2020-09-24;17:30:00;jeudi;37
2020;1003;Pont Audibert rive Nord vers le nord;2020-09-24T17:30:00+02:00;2020-09-24;17:30:00;jeudi;249
2020;1003;Pont Audibert rive Nord vers l'est;2020-09-17T14:00:00+02:00;2020-09-17;14:00:00;jeudi;42
2020;1003;Pont Audibert rive Nord vers l'est;2020-09-24T14:00:00+02:00;2020-09-24;14:00:00;jeudi;29
2020;1003;Pont Audibert rive Nord vers l'est;2020-09-24T17:30:00+02:00;2020-09-24;17:30:00;jeudi;63
2020;1003;Pont Audibert rive Nord vers l'ouest;2020-09-17T14:00:00+02:00;2020-09-17;14:00:00;jeudi;22
2020;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;2020-09-17T14:00:00+02:00;2020-09-17;14:00:00;jeudi;186
2020;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;2020-09-24T14:00:00+02:00;2020-09-24;14:00:00;jeudi;142
2020;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;2020-09-17T14:00:00+02:00;2020-09-17;14:00:00;jeudi;115
